title,company,location,salary,skills,link,source
Field Sales Executive,RD ELECTRONICS,Delhi,"₹ 2,52,000 - 3,12,000","Field Sales, Hindi Proficiency (Spoken), Lead Generation, Marketing, Market research",https://internshala.com/job/detail/field-sales-executive-job-in-delhi-at-rd-electronics1744616344,Internshala
Academic Counselor,Institute of Management & Technical Studies,Noida,"₹ 2,52,000 - 3,03,000","Counseling, Sales",https://internshala.com/job/detail/fresher-academic-counselor-job-in-noida-at-institute-of-management-technical-studies1746279908,Internshala
Human Resources (HR) Executive,Dhansphere Capital Services LLP,Mumbai,"₹ 2,52,000 - 3,03,000","English Proficiency (Spoken), MS-Office",https://internshala.com/job/detail/human-resources-hr-executive-job-in-mumbai-at-dhansphere-capital-services-llp1745566813,Internshala
Lead Generation Executive,Verve Square Technologies,Pune,"₹ 2,52,000 - 2,80,000","B2B Sales, Cold Calling, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), LinkedIn Marketing, MS-Excel, Social Media Marketing,   ",https://internshala.com/job/detail/remote-lead-generation-executive-job-at-verve-square-technologies1745573438,Internshala
Associate Accountant,Ooms India,Chennai,"₹ 2,51,500 - 3,52,000","Accounting, Google Sheets, MS-Excel, Tally",https://internshala.com/job/detail/fresher-associate-accountant-job-in-chennai-at-ooms-india1744969745,Internshala
Junior Operations Manager,Allins Insurance,Thane,"₹ 2,51,000 - 3,52,000","English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office,",https://internshala.com/job/detail/junior-operations-manager-job-in-thane-at-allins-insurance1746617438,Internshala
Social Media Specialist - Linkedin,We Decor8,Gurgaon,"₹ 2,51,000 - 3,52,000","Content Writing, Instagram Marketing, LinkedIn Marketing, Social Media Marketing,",https://internshala.com/job/detail/social-media-specialist-linkedin-job-in-gurgaon-at-we-decor81746103594,Internshala
Operations Executive,Namaste Dubai,Noida,"₹ 2,51,000 - 3,10,000","MS-Excel,",https://internshala.com/job/detail/operations-executive-job-in-noida-at-namaste-dubai1744632260,Internshala
Junior Search Engine Optimization (SEO) Executive,Mobilogi Technologies,Gurgaon,"₹ 2,51,000 - 3,05,000","CMS (Content Management System), Google AdWords, Paid Advertising, Search Engine Optimization (SEO), UI & UX Design, Web development,   ",https://internshala.com/job/detail/junior-search-engine-optimization-seo-executive-job-in-gurgaon-at-mobilogi-technologies1744181602,Internshala
Field Sales Executive,HALDAR AI & IT PRIVATE LIMITED,Angul,"₹ 2,50,500 - 4,52,000","English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), MS-Excel, MS-Office,",https://internshala.com/job/detail/fresher-field-sales-executive-job-in-multiple-locations-at-haldar-ai-it-private-limited1745299357,Internshala
Administration Associate,CHARU MERCHANDISING PVT LTD,Delhi,"₹ 2,50,001 - 3,08,000","English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-PowerPoint, MS-Word,   ",https://internshala.com/job/detail/administration-associate-job-in-delhi-at-charu-merchandising-pvt-ltd1744782361,Internshala
Data Entry Associate,Saferidezz,Pimpri-Chinchwad,"₹ 2,50,001 - 3,00,001","English Proficiency (Spoken), MS-Office,   ",https://internshala.com/job/detail/fresher-data-entry-associate-job-in-pimpri-chinchwad-at-saferidezz1746620907,Internshala
Accountant,SKB Enterprises,Delhi,"₹ 2,50,001","MS-Excel, MS-Office, Tally",https://internshala.com/job/detail/accountant-job-in-delhi-at-skb-enterprises1746173149,Internshala
Assistant Manager/Executive,Eco Charge Global Private Limited,Delhi,"₹ 2,50,000 - 13,00,000",Sales Management,https://internshala.com/job/detail/fresher-assistant-manager-executive-job-in-delhi-at-eco-charge-global-private-limited1745488634,Internshala
Business Development Executive,WebVibe Infotech Private Limited,Work from home,"₹ 2,50,000 - 12,00,000","Business Development, Client Relationship, Sales",https://internshala.com/job/detail/remote-business-development-executive-job-at-webvibe-infotech-private-limited1746615229,Internshala
Business Development Manager,ISocialize Labs,Work from home,"₹ 2,50,000 - 10,00,000","Digital Marketing, Email Marketing, Social Media Marketing,   ",https://internshala.com/job/detail/remote-business-development-manager-job-at-isocialize-labs1745664695,Internshala
Corporate Sales Executive,Green Electricals Pvt Ltd,Ahmedabad,"₹ 2,50,000 - 9,00,000","Business Development, Effective Communication, Marketing, Sales",https://internshala.com/job/detail/corporate-sales-executive-job-in-multiple-locations-at-green-electricals-pvt-ltd1744117120,Internshala
Insurance Sales Executive (in Bound Sales),Hareepatti,Delhi,"₹ 2,50,000 - 8,00,000","Effective Communication, MS-Excel, Sales,   ,",https://internshala.com/job/detail/fresher-insurance-sales-executive-in-bound-sales-job-in-delhi-at-hareepatti1745841084,Internshala
Business Development Executive,Bright Financial Planning And Advisories Private Limited,Bangalore,"₹ 2,50,000 - 7,40,000","English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), Negotiations, Search Engine Optimization (SEO),   ",https://internshala.com/job/detail/fresher-business-development-executive-job-in-bangalore-at-bright-financial-planning-and-advisories-private-limited1744095878,Internshala
Industrial Professional,World Wide Sales,Indore,"₹ 2,50,000 - 6,50,000","Effective Communication, Field Sales, Interpersonal skills, Stress Management",https://internshala.com/job/detail/industrial-professional-job-in-indore-at-world-wide-sales1744193540,Internshala
Digital Marketing Executive,HavStrategy,Noida,"₹ 2,50,000 - 6,50,000","Digital Marketing, Facebook Ads, Google AdWords, Social Media Marketing,",https://internshala.com/job/detail/digital-marketing-executive-job-in-noida-at-havstrategy1746278692,Internshala
Business Development Executive,Embrizon Technologies Private Limited,Hyderabad,"₹ 2,50,000 - 6,50,000","English Proficiency (Spoken),   ",https://internshala.com/job/detail/fresher-business-development-executive-job-in-hyderabad-at-embrizon-technologies-private-limited1746007562,Internshala
Business Development Executive,Quincare Pharmaceuticals Private Limited,Work from home,"₹ 2,50,000 - 6,50,000","Client Relationship Management (CRM), Effective Communication, Interpersonal skills, Pharmacology",https://internshala.com/job/detail/remote-business-development-executive-job-at-quincare-pharmaceuticals-private-limited1745567742,Internshala
Financial Consultant,Financial Friend,Jaipur,"₹ 2,50,000 - 6,50,000","MS-Excel, MS-PowerPoint, MS-Word",https://internshala.com/job/detail/fresher-financial-consultant-job-in-jaipur-at-financial-friend1744192150,Internshala
Manager - CEO Office,Xponentium India,Gurgaon,"₹ 2,50,000 - 6,00,000","Effective Communication,   ",https://internshala.com/job/detail/fresher-manager-ceo-office-job-in-gurgaon-at-xponentium-india1746596211,Internshala
Business Development Executive,People Connexions,Bangalore,"₹ 2,50,000 - 6,00,000","Client Relationship Management (CRM), Email Marketing, English Proficiency (Spoken), Interpersonal skills, Lead Generation, Market research",https://internshala.com/job/detail/business-development-executive-job-in-bangalore-at-people-connexions1746535110,Internshala
Equity & Derivatives Trading Executive,SDSR Consultancy Services Private Limited,Kolkata,"₹ 2,50,000 - 6,00,000","English Proficiency (Spoken), Market Analysis, MS-Excel, MS-Office, Stock Trading",https://internshala.com/job/detail/fresher-equity-derivatives-trading-executive-job-in-kolkata-at-sdsr-consultancy-services-private-limited1746445373,Internshala
Human Resources (HR) Associate,SDSR Consultancy Services Private Limited,Kolkata,"₹ 2,50,000 - 6,00,000","English Proficiency (Spoken), Interpersonal skills, MS-Excel, MS-Office",https://internshala.com/job/detail/fresher-human-resources-hr-associate-job-in-kolkata-at-sdsr-consultancy-services-private-limited1746445353,Internshala
Junior Operations Associate,SDSR Consultancy Services Private Limited,Kolkata,"₹ 2,50,000 - 6,00,000","English Proficiency (Spoken), Interpersonal skills, MS-Excel, MS-Office",https://internshala.com/job/detail/fresher-junior-operations-associate-job-in-kolkata-at-sdsr-consultancy-services-private-limited1746445316,Internshala
Data Manager,PALASH PMC,Mumbai,"₹ 2,50,000 - 6,00,000","Advanced Excel,   ",https://internshala.com/job/detail/fresher-data-manager-job-in-mumbai-at-palash-pmc1746192129,Internshala
RESERVATION & TICKETING EXECUTIVE (AIR TRAVEL - DOMESTIC & INTERNATIONAL),TRAVEL KIING LEISURE HOLIDAYS PRIVATE LIMITED,Kolkata,"₹ 2,50,000 - 6,00,000","Google Sheets, Internet, MS-Excel, Typing,   ",https://internshala.com/job/detail/reservation-ticketing-executive-air-travel-domestic-international-job-in-kolkata-at-travel-kiing-leisure-holidays-private-limited1746120935,Internshala
Business Development Executive,SERP Forge,Work from home,"₹ 2,50,000 - 6,00,000","MS-Excel, Sales, Search Engine Optimization (SEO),   ",https://internshala.com/job/detail/remote-business-development-executive-job-at-serp-forge1744360609,Internshala
Senior Travel & Tourism Executive,Rawat Tours,Delhi,"₹ 2,50,000 - 5,60,000","Holiday Package Design, Sales Strategy, Travel Itinerary Making",https://internshala.com/job/detail/senior-travel-tourism-executive-job-in-delhi-at-rawat-tours1744807058,Internshala
Marketing Manager,Glokal Advertising Private Limited,Gurgaon,"₹ 2,50,000 - 5,60,000","Effective Communication, MS-Excel, MS-Office, MS-PowerPoint,   ",https://internshala.com/job/detail/fresher-marketing-manager-job-in-multiple-locations-at-glokal-advertising-private-limited1744605425,Internshala
Civil Engineer,Avitude Constructions,Noida,"₹ 2,50,000 - 5,50,000","AutoCAD, Mathematics, MS-Excel, MS-PowerPoint",https://internshala.com/job/detail/civil-engineer-job-in-noida-at-avitude-constructions1746100527,Internshala
Founders Office,Stirring Minds,Delhi,"₹ 2,50,000 - 5,50,000","Conflict Management, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, Problem Solving,   ",https://internshala.com/job/detail/fresher-founders-office-job-in-delhi-at-stirring-minds1744444266,Internshala
Store Manager/Training Manager/Sales Executive,Aarivs Apostle,Naihati,"₹ 2,50,000 - 5,34,000","Leadership, Management, Sales, Sales Management, Training and Development,",https://internshala.com/job/detail/store-manager-training-manager-sales-executive-job-in-multiple-locations-at-aarivs-apostle1745412360,Internshala
Junior Web Developer,CodeNest Web Studio,Work from home,"₹ 2,50,000 - 5,10,000","CSS, HTML, JavaScript, WordPress,",https://internshala.com/job/detail/fresher-remote-junior-web-developer-job-at-codenest-web-studio1746599638,Internshala
Business Development Associate,Filmy Curry Private Limited,Indore,"₹ 2,50,000 - 5,00,000","Canva, Effective Communication, Lead Generation, Market Analysis, Marketing, Marketing Strategies, Market research, MS-Excel, MS-PowerPoint, Negotiation, Problem Solving, Sales, Social Media Marketing,",https://internshala.com/job/detail/fresher-business-development-associate-job-in-multiple-locations-at-filmy-curry-private-limited1746426894,Internshala
Sales Executive,Akaaro,Gurgaon,"₹ 2,50,000 - 5,00,000","Attention to Detail, Coordination, Effective Communication, MS-Office, Multitasking",https://internshala.com/job/detail/sales-executive-job-in-gurgaon-at-akaaro1745828165,Internshala
Business Development Associate,Supernova AI,Bangalore,"₹ 2,50,000 - 5,00,000","Effective Communication, Sales, Tamil Proficiency (Spoken),",https://internshala.com/job/detail/business-development-associate-job-in-bangalore-at-supernova-ai1746252421,Internshala
Business Development Associate,Supernova AI,Chennai,"₹ 2,50,000 - 5,00,000","Effective Communication, Sales, Tamil Proficiency (Spoken),",https://internshala.com/job/detail/business-development-associate-job-in-chennai-at-supernova-ai1746253314,Internshala
Purchase Assistant,Croda India,Navi Mumbai,"₹ 2,50,000 - 5,00,000",SAP,https://internshala.com/job/detail/purchase-assistant-job-in-navi-mumbai-at-croda-india1745399807,Internshala
Lead Generation Manager,Ravisha Aggarwal,Noida,"₹ 2,50,000 - 5,00,000","English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, Lead Generation, Sales, Social Media Marketing,   ",https://internshala.com/job/detail/lead-generation-manager-job-in-noida-at-ravisha-aggarwal1745563508,Internshala
Business Development Manager,Akaaro,Gurgaon,"₹ 2,50,000 - 5,00,000","Attention to Detail, Coordination, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), MS-Office, Multitasking",https://internshala.com/job/detail/business-development-manager-job-in-gurgaon-at-akaaro1745238238,Internshala
Corporate Sales Executive,Akaaro,Gurgaon,"₹ 2,50,000 - 5,00,000","Attention to Detail, Coordination, Effective Communication, MS-Office, Multitasking",https://internshala.com/job/detail/corporate-sales-executive-job-in-gurgaon-at-akaaro1744613555,Internshala
Tender Executive,Akaaro,Gurgaon,"₹ 2,50,000 - 5,00,000","Coordination, Effective Communication, English Proficiency (Written)",https://internshala.com/job/detail/tender-executive-job-in-gurgaon-at-akaaro1744260324,Internshala
GEM Executive,Akaaro,Gurgaon,"₹ 2,50,000 - 5,00,000","Attention to Detail, Coordination, Effective Communication, MS-Office, Multitasking",https://internshala.com/job/detail/gem-executive-job-in-gurgaon-at-akaaro1744193079,Internshala
Junior Travel & Tourism Associate,T  H Lab Private Limited,Mohali,"₹ 2,50,000 - 5,00,000","English Proficiency (Spoken), Holiday Package Design, Travel Itinerary Making,   ",https://internshala.com/job/detail/fresher-junior-travel-tourism-associate-job-in-mohali-at-t-h-lab-private-limited1746619671,Internshala
Digital Marketing Specialist,AdvanceTech India,Chandigarh,"₹ 2,50,000 - 5,00,000","Creative Writing, Digital Marketing, English Proficiency (Written), Facebook Marketing, Search Engine Marketing (SEM), Social Media Marketing",https://internshala.com/job/detail/digital-marketing-specialist-job-in-multiple-locations-at-advancetech-india1746620279,Internshala
Accountant,Ajinkya Electromelt Pvt Ltd.,Pune,"₹ 2,50,000 - 5,00,000",Tally,https://internshala.com/job/detail/accountant-job-in-pune-at-ajinkya-electromelt-pvt-ltd1746188407,Internshala
Digital Marketing Executive,Dorfie Labs,Work from home,"₹ 2,50,000 - 5,00,000","Canva, Content Marketing, Email Marketing, Facebook Ads, Google AdWords, Instagram Marketing, Research and Analytics, Search Engine Optimization (SEO), Social Media Marketing, Strategy,   ",https://internshala.com/job/detail/fresher-remote-digital-marketing-executive-job-at-dorfie-labs1746098165,Internshala
Marketing Executive,Cure Point & Solutions,Work from home,"₹ 2,50,000 - 5,00,000",Microsoft Project,https://internshala.com/job/detail/fresher-remote-marketing-executive-job-at-cure-point-solutions1745843836,Internshala
Sales Executive,Infinitam Experts Integrated Solutions Private Limited,Delhi,"₹ 2,50,000 - 5,00,000","Effective Communication,   ",https://internshala.com/job/detail/fresher-sales-executive-job-in-multiple-locations-at-infinitam-experts-integrated-solutions-private-limited1745410619,Internshala
Information Technology Helpdesk Engineer,V-Key Pte Limited,Work from home,"₹ 2,50,000 - 5,00,000","Database Management System (DBMS), Inventory Management, Linux, MS-Excel, MS-Word, Network Management, Onboarding, Technical Support,",https://internshala.com/job/detail/remote-information-technology-helpdesk-engineer-job-at-v-key-pte-limited1745316720,Internshala
Business Development Associate,Kalvium,Bangalore,"₹ 2,50,000 - 5,00,000","Inside Sales, Sales,",https://internshala.com/job/detail/fresher-business-development-associate-job-in-bangalore-at-kalvium1745124123,Internshala
Revenue And Growth Associate,Find My Tuition,Noida,"₹ 2,50,000 - 5,00,000","Client Relationship Management (CRM), Effective Communication, Interpersonal skills, Microsoft Teams, Negotiation,",https://internshala.com/job/detail/revenue-and-growth-associate-job-in-noida-at-find-my-tuition1744953415,Internshala
Admission Counselor,Bright EduWorld,Pune,"₹ 2,50,000 - 5,00,000","Effective Communication, Sales",https://internshala.com/job/detail/fresher-admission-counselor-job-in-pune-at-bright-eduworld1744210515,Internshala
Business Development Officer - Teleface,Natcare Solutions Private Limited,Hyderabad,"₹ 2,50,000 - 5,00,000","Branding, Customer Acquisition, Effective Communication, Interpersonal skills, Lead Generation, Marketing, Negotiation,",https://internshala.com/job/detail/fresher-business-development-officer-teleface-job-in-hyderabad-at-natcare-solutions-private-limited1744120782,Internshala
Associate WordPress Developer,Maxlence Digital,Indore,"₹ 2,50,000 - 5,00,000","CSS, HTML, JavaScript, PHP, Search Engine Optimization (SEO), WordPress,",https://internshala.com/job/detail/associate-wordpress-developer-job-in-indore-at-maxlence-digital1744088692,Internshala
Human Resources (HR) Executive,Humsiha Parikshha Private Limited,Thane,"₹ 2,50,000 - 5,00,000","English Proficiency (Spoken), English Proficiency (Written), Human Resources, MS-Excel",https://internshala.com/job/detail/human-resources-hr-executive-job-in-multiple-locations-at-humsiha-parikshha-private-limited1744013974,Internshala
Telecaller,Wings Global Services,Mumbai,"₹ 2,50,000 - 5,00,000",N/A,https://internshala.com/job/detail/fresher-telecaller-job-in-mumbai-at-wings-global-services1743467418,Internshala
Human Resources (HR) Executive,SKEAN TECH SOLUTIONS,Hyderabad,"₹ 2,50,000 - 4,80,000","English Proficiency (Spoken), HR Operations, MS-Excel, Recruitment,",https://internshala.com/job/detail/human-resources-hr-executive-job-in-hyderabad-at-skean-tech-solutions1745747910,Internshala
Social Media Marketing,SKILL GEEK PRIVATE LIMITED,Hyderabad,"₹ 2,50,000 - 4,50,000","Digital Marketing, Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing, Telugu Proficiency (Spoken), Telugu Proficiency (Written),",https://internshala.com/job/detail/social-media-marketing-job-in-hyderabad-at-skill-geek-private-limited1746427342,Internshala
Business Development Executive,SHIPIHS,Gurgaon,"₹ 2,50,000 - 4,50,000","Business Development, Business Research, Client Relationship Management (CRM), E-commerce, Sales, Sales Strategy",https://internshala.com/job/detail/business-development-executive-job-in-gurgaon-at-shipihs1745914100,Internshala
Hospitality Executive,Barbell Cartel,Bangalore,"₹ 2,50,000 - 4,50,000","Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Hospitality",https://internshala.com/job/detail/fresher-hospitality-executive-job-in-bangalore-at-barbell-cartel1745815047,Internshala
Inside Sales Executive (Tele Calling For Software Sales),SocioShop,Noida,"₹ 2,50,000 - 4,50,000",Effective Communication,https://internshala.com/job/detail/fresher-inside-sales-executive-tele-calling-for-software-sales-job-in-noida-at-socioshop1744949773,Internshala
Physiotherapist,QI Spine Clinic,Pune,"₹ 2,50,000 - 4,50,000","English Proficiency (Spoken),",https://internshala.com/job/detail/fresher-physiotherapist-job-in-multiple-locations-at-qi-spine-clinic1746606575,Internshala
Inside Sales Executive,Matkit Developer,Work from home,"₹ 2,50,000 - 4,50,000","Hindi Proficiency (Spoken), MS-Excel,   ",https://internshala.com/job/detail/fresher-remote-inside-sales-executive-job-at-matkit-developer1746366325,Internshala
ROS Development Engineer,PNT Academy,Mumbai,"₹ 2,50,000 - 4,50,000","Robotics, Robot Operating System (ROS)",https://internshala.com/job/detail/ros-development-engineer-job-in-mumbai-at-pnt-academy1746278828,Internshala
Field Sales Executive,JNB Steel Industries,Delhi,"₹ 2,50,000 - 4,50,000","Hindi Proficiency (Spoken), Sales, Cab/Transportation facility,",https://internshala.com/job/detail/field-sales-executive-job-in-delhi-at-jnb-steel-industries1745401118,Internshala
Full Stack Developer,Madquick Digital Agency,Sagar,"₹ 2,50,000 - 4,50,000","JavaScript, MongoDB, Node.js, PHP,,",https://internshala.com/job/detail/fresher-full-stack-developer-job-in-sagar-at-madquick-digital-agency1744894029,Internshala
Field Sales Executive,Bolt-On Global Services & Solution,Faridabad,"₹ 2,50,000 - 4,50,000",Enterprise Resource Planning(ERP),https://internshala.com/job/detail/field-sales-executive-job-in-multiple-locations-at-bolt-on-global-services-solution1744342556,Internshala
Junior Recruitment Executive,Pylon Management Consulting,Work from home,"₹ 2,50,000 - 4,50,000","Effective Communication, Recruitment,   ",https://internshala.com/job/detail/fresher-remote-junior-recruitment-executive-job-at-pylon-management-consulting1744104739,Internshala
Corporate Sales Executive,Sony Fashion Studio,Jaipur,"₹ 2,50,000 - 4,40,000","Client Relationship, Client Relationship Management (CRM), English Proficiency (Spoken), English Proficiency (Written),",https://internshala.com/job/detail/corporate-sales-executive-job-in-jaipur-at-sony-fashion-studio1744187956,Internshala
Business Development Executive (IT Sales),PROCODE IT SERVICES,Work from home,"₹ 2,50,000 - 4,20,000","Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Inside Sales, Social Media Marketing",https://internshala.com/job/detail/remote-business-development-executive-it-sales-job-at-procode-it-services1745992909,Internshala
Telecaller,Romas Management Services,Mumbai,"₹ 2,50,000 - 4,20,000","English Proficiency (Spoken), English Proficiency (Written), Sales",https://internshala.com/job/detail/fresher-telecaller-job-in-mumbai-at-romas-management-services1745841027,Internshala
Receptionist,Rudra Buildwell Homes Private Limited,Noida,"₹ 2,50,000 - 4,20,000","Effective Communication, Microsoft Outlook, Time Management",https://internshala.com/job/detail/receptionist-job-in-noida-at-rudra-buildwell-homes-private-limited1745669487,Internshala
Customer Service Executive,Ansari Corporate Advisors,Noida,"₹ 2,50,000 - 4,20,000","English Proficiency (Spoken), English Proficiency (Written),   ",https://internshala.com/job/detail/customer-service-executive-job-in-noida-at-ansari-corporate-advisors1745568045,Internshala
Field Sales Executive,SOCIETY FIRST,Thane,"₹ 2,50,000 - 4,20,000","Field Work, Lead Generation, Sales",https://internshala.com/job/detail/field-sales-executive-job-in-thane-at-society-first1744459725,Internshala
Customer Service Manager,Mudra Portfolio Managers,Mumbai,"₹ 2,50,000 - 4,20,000","Banking, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Operations",https://internshala.com/job/detail/customer-service-manager-job-in-mumbai-at-mudra-portfolio-managers1744376054,Internshala
Accountant,Rezolut Infotech,Mumbai,"₹ 2,50,000 - 4,00,000","Accounting, English Proficiency (Spoken), English Proficiency (Written), GST, MS-Excel, MS-Office, QuickBooks, Tally, Zoho Books,   ",https://internshala.com/job/detail/accountant-job-in-mumbai-at-rezolut-infotech1746275892,Internshala
Junior Social Media Marketing Executive,Hiring Squad,Mumbai,"₹ 2,50,000 - 4,00,000","Adobe Illustrator, Canva, Content Editing, Digital Marketing, Social Media Marketing,",https://internshala.com/job/detail/junior-social-media-marketing-executive-job-in-mumbai-at-hiring-squad1745995006,Internshala
Video Editor,Hospitality Minds,Mumbai,"₹ 2,50,000 - 4,00,000","Adobe After Effects, Adobe Photoshop, Adobe Premiere Pro, Video Editing",https://internshala.com/job/detail/video-editor-job-in-mumbai-at-hospitality-minds1744980021,Internshala
Subject Matter Expert (Mathematics),Wisetime Learning Private Limited,Delhi,"₹ 2,50,000 - 4,00,000","Curriculum Development, Mathematics, Online Teaching, Subject Matter Expert (SME), Training and Development",https://internshala.com/job/detail/fresher-subject-matter-expert-mathematics-job-in-delhi-at-wisetime-learning-private-limited1746433283,Internshala
Secretary To Director,PAN India Group,Gurgaon,"₹ 2,50,000 - 4,00,000","Effective Communication, MS-Office",https://internshala.com/job/detail/fresher-secretary-to-director-job-in-gurgaon-at-pan-india-group1744606233,Internshala
Human Resources (HR) Executive,Think EBikeGO Private Limited,Mumbai,"₹ 2,50,000 - 4,00,000","MS-Excel, MS-Word, Recruitment, Resume screening",https://internshala.com/job/detail/human-resources-hr-executive-job-in-mumbai-at-think-ebikego-private-limited1744259517,Internshala
Business Development Executive,Rajnikant & Company,Vadodara,"₹ 2,50,000 - 4,00,000","Business Development, Client Relationship, Collaboration, Market research, Report Generation,",https://internshala.com/job/detail/business-development-executive-job-in-vadodara-at-rajnikant-company1746014165,Internshala
Field Sales Specialist,Chayan Gupta,Delhi,"₹ 2,50,000 - 4,00,000","Marketing, Sales Strategy, Time Management,",https://internshala.com/job/detail/field-sales-specialist-job-in-delhi-at-chayan-gupta1744785342,Internshala
Business Development Associate,Echo Booom,Pune,"₹ 2,50,000 - 4,00,000","Branding, Effective Communication, English Proficiency (Spoken), Interpersonal skills, Leadership, Marketing Strategies, Team Management",https://internshala.com/job/detail/fresher-business-development-associate-job-in-pune-at-echo-booom1745409968,Internshala
Graphic Designer,Nexor Marketing,Work from home,"₹ 2,50,000 - 4,00,000","Adobe After Effects, Adobe Illustrator, Adobe Premiere Pro, CorelDRAW, Video Editing",https://internshala.com/job/detail/remote-graphic-designer-job-at-nexor-marketing1746622483,Internshala
Sales Associate,Aimfill International,Bangalore,"₹ 2,50,000 - 4,00,000","Effective Communication, Sales,",https://internshala.com/job/detail/fresher-sales-associate-job-in-bangalore-at-aimfill-international1746593708,Internshala
Business Development Executive,Plutonic Services Private Limited,Faridabad,"₹ 2,50,000 - 4,00,000","Client Relationship Management (CRM), Lead Generation, Market Analysis, Marketing Strategies, Market research, Negotiation, Network protocols, Sales Strategy,   ",https://internshala.com/job/detail/business-development-executive-job-in-multiple-locations-at-plutonic-services-private-limited1746525349,Internshala
Inside Sales,Supreme Securities Limited,Work from home,"₹ 2,50,000 - 4,00,000","Client Relationship Management (CRM), English Proficiency (Spoken), English Proficiency (Written), Sales",https://internshala.com/job/detail/remote-inside-sales-job-at-supreme-securities-limited1746269851,Internshala
Business Development Associate,EaseRent,Work from home,"₹ 2,50,000 - 4,00,000","English Proficiency (Spoken), English Proficiency (Written), Sales, Sales Strategy,   ",https://internshala.com/job/detail/fresher-remote-business-development-associate-job-at-easerent1746176196,Internshala
Business Development Associate,Bankians.com,Noida,"₹ 2,50,000 - 4,00,000","English Proficiency (Spoken), English Proficiency (Written),",https://internshala.com/job/detail/fresher-business-development-associate-job-in-noida-at-bankianscom1746165542,Internshala
Project Coordinator,SEQUIFI INDIA TECHNOLOGIES PRIVATE LIMITED,Gurgaon,"₹ 2,50,000 - 4,00,000","Effective Communication,",https://internshala.com/job/detail/fresher-project-coordinator-job-in-gurgaon-at-sequifi-india-technologies-private-limited1745925112,Internshala
Institutional Partnership Executive,2COMS Consulting Private Limited,Delhi,"₹ 2,50,000 - 4,00,000",Cold Calling,https://internshala.com/job/detail/fresher-institutional-partnership-executive-job-in-multiple-locations-at-2coms-consulting-private-limited1745921492,Internshala
Business Development Associate,InfyBytes AI Labs Private Limited,Work from home,"₹ 2,50,000 - 4,00,000","English Proficiency (Spoken), English Proficiency (Written)",https://internshala.com/job/detail/fresher-remote-business-development-associate-job-at-infybytes-ai-labs-private-limited1745814704,Internshala
Corporate Sales Executive,IServeU Technology Private Limited,Bangalore,"₹ 2,50,000 - 4,00,000","Effective Communication, English Proficiency (Spoken), MS-Office",https://internshala.com/job/detail/fresher-corporate-sales-executive-job-in-bangalore-at-iserveu-technology-private-limited1745557600,Internshala
Content Writer,Synergy Connections,Bangalore,"₹ 2,50,000 - 4,00,000","Creative Writing, English Proficiency (Written), Stock Trading,",https://internshala.com/job/detail/fresher-content-writer-job-in-bangalore-at-synergy-connections1745225518,Internshala
Content Writer,Tour My India,Delhi,"₹ 2,50,000 - 4,00,000","Blogging, Creative Writing, English Proficiency (Spoken), English Proficiency (Written),, Life Insurance",https://internshala.com/job/detail/content-writer-job-in-multiple-locations-at-tour-my-india1744953076,Internshala
.NET Developer,Mr n Mrs Pet,Jaipur,"₹ 2,50,000 - 4,00,000",".NET, C#, C#.NET, HTML, JavaScript, MS SQL Server",https://internshala.com/job/detail/net-developer-job-in-jaipur-at-mr-n-mrs-pet1744945562,Internshala
Digital Marketing Associate,WEMATTER PXT Limited,Mumbai,"₹ 2,50,000 - 4,00,000","Adobe Premiere Pro, Creative Writing, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Google AdWords, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing, WordPress,   ",https://internshala.com/job/detail/digital-marketing-associate-job-in-mumbai-at-wematter-pxt-limited1744812821,Internshala
Customer Acquisition Executive,Hys & Beauty Private Limited,Gurgaon,"₹ 2,50,000 - 4,00,000","Email Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Office,",https://internshala.com/job/detail/customer-acquisition-executive-job-in-gurgaon-at-hys-beauty-private-limited1744785784,Internshala
Relationship Manager (female),HEN India,Work from home,"₹ 2,50,000 - 4,00,000","Client Relationship, English Proficiency (Spoken), English Proficiency (Written), Marketing, MS-Office, Sales,   ",https://internshala.com/job/detail/remote-relationship-manager-female-job-at-hen-india1744363693,Internshala
Business Development Executive,Nextbigbox Private Limited,Delhi,"₹ 2,50,000 - 4,00,000","Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Social Media Marketing,",https://internshala.com/job/detail/business-development-executive-job-in-delhi-at-nextbigbox-private-limited1744353589,Internshala
